COMM_NAME,DATE,YEAR,MONTH,Bajra,Moong,Masur,Peas/Chawali,Cauliflower,Okra (Lady finger),Beans,Drumstick,Orange,Cashew nut,Grapes,Litchi,Mosambi (Sweet Orange),Pear,Black Pepper,Garlic,Coriander,Tamarind,f.  OTHER FOOD ARTICLES,a.  FIBRES,Raw Cotton,Raw Wool,Raw Silk,Cotton Seed,Copra (Coconut),Gingelly Seed (Sesamum),Safflower (Kardi Seed),Tanning Materials,Tobacco,Raw Rubber,Industrial wood,Fodder,d.   FLORICULTURE,Rose,Marigold,Zinc Concentrate,Copper Concentrate,(D). CRUDE PETROLEUM & NATURAL GAS,Petrol,"Buffalo meat, fresh/frozen","b. Processing and preserving of fish, crustaceans and molluscs and products thereof",Fish frozen/canned/processed,Cotton seed Oil,e. Manufacture of dairy products,Ice cream,f. Manufacture of grain mill products,Wheat flour (Atta),"Flour of cereals other than rice, wheat etc.",Basmati rice,"Biscuit, cookies",Bagasse,"j. Manufacture of cocoa, chocolate and sugar confectionery",Chocolate & cocoa powder,Spices (including mixed spices),n. Manufacture of processed ready to eat food,p. Manufacture of prepared animal feeds,Soya preparations excluding oil,b. Manufacture of malt liquors and malt,Country liquor,c. Manufacture of soft drinks; production of mineral waters and other bottled waters,Cigarette,(D). MANUFACTURE OF TEXTILES,Woollen yarn,Woollen woven cloth,Synthetic Fabric  Others,"d. Manufacture of made-up textile articles, except apparel",Bed linen/Bed Spread,Cotton Dyed/printed textile,Cotton Towel,"Men/Boys suits, coats and jackets","Hosiery goods, others cotton",a. Tanning and dressing of leather; dressing and dyeing of fur,Vegetable Tanned Leather,(G). MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK  ,Particle Boards,"a. Manufacture of pulp, paper and paperboard",Paper for printing & writing,Laminated Paper,Laminated plastic sheet,Printed Books,Dye stuff/dyes incl. dye intermediates and pigments/colours,Aromatic chemicals,Caustic soda (sodium hydroxide),Mono Ethyl Glycol,Menthol,Amine,Alcohols,Phthalic anhydride,Sodium Silicate,Ammonia liquid,Paint,"Detergent cake, washing soap cake/bar/powder",Face/Body Powder,Safety matches (match box),Adhesive excluding gum,Adhesive tape (non-medicinal),Additive,Polyester chips or Polyethylene terepthalate (PET) chips,Acrylic fibre,Viscose staple fibre,"a. Manufacture of pharmaceuticals, medicinal chemical and botanical products",Anti cancer drugs,Anti-retroviral drugs for HIV treatment,API & formulations of vitamins,Digestive enzymes and antacids,Antiseptics and disinfectants,Cotton wool (medicinal),Steroids and hormonal preparations (including anti-fungal preparations),(L). MANUFACTURE OF RUBBER AND PLASTICS PRODUCTS,Tractor Tyre,b. Manufacture of other rubber products,Condoms,Polypropylene film,Plastic furniture,Thermocol,Acrylic/plastic sheet,(M). MANUFACTURE OF OTHER NON-METALLIC MINERAL PRODUCTS,Glass bottle,Porcelain sanitary ware,Railway sleeper,Poles & posts of concrete,(N). MANUFACTURE OF BASIC METALS,Ferrochrome,b. Metallic iron,MS Slabs,MS Wire Rods,"Hot Rolled (HR) Coils & Sheets, including Narrow Strip","Stainless Steel bars & rods, including flats",Aluminium powder,Copper shapes - bars/rods/plates/strips,Alumnium Foil,Aluminium ingot,Bracket,Auxiliary plant for use with boilers,"Bolts, screws, nuts & nails of Iron & steel",Sanitary fittings of Iron & Steel,Pressure cooker,b. Manufacture of computers and peripheral equipment,"e. Manufacture of measuring, testing, navigating and control equipment",f. Manufacture of watches and clocks,"g. Manufacture of irradiation, electromedical and electrotherapeutic equipment",(Q). MANUFACTURE OF ELECTRICAL EQUIPMENT,Generators & Alternators,Safety fuse,Dry cells such as torch light batteries,Lead acid batteries for vehicles & other uses,Copper wire,Electric switch,Fan,Electric welding machine,Hydraulic pump,Water pump,"e. Manufacture of ovens, furnaces and furnace burners",Furnaces & Ovens,h. Manufacture of other general-purpose machinery,Air conditioning plant,Deep freezers,Water purifier,Agriculture implements,"k. Manufacture of machinery for mining, quarrying and construction",Excavator,Loader,"l. Manufacture of machinery for food, beverage and tobacco processing",Roller mill (Raymond),Machinery for plastic products - extruded,Chemical equipment & system,Packing machine,Passenger vehicles,Shafts of all kinds,Cylinder liners,Seat for motor vehicles,(T). MANUFACTURE OF OTHER TRANSPORT EQUIPMENT,b. Manufacture of railway locomotives and rolling stock,c. Manufacture of motor cycles,d. Manufacture of bicycles and invalid carriages,Iron/Steel Furniture,Cricket ball,Football,Playing Cards,e. Manufacture of medical and dental instruments and supplies,All commodities,(A).  FOOD ARTICLES,a2. PULSES,Arhar,Urad,Potato,Cabbage,Carrot,Pointed gourd,Mango,Amla,"d.  EGGS,MEAT & FISH",Fish-Inland,Mutton,Beef and Buffalo Meat,Poultry Chicken,Raw Jute,Castor Seed,c.  OTHER NON-FOOD ARTICLES,Bauxite,Iron Ore,Phosphorite,Garnet,Natural Gas,Coking Coal,b. Non-Coking Coal,a.) Non-Coking Coal G1 to G6 [GCV exceeding 5500 Kcal/kg.],c. Lignite,(B). MINERAL OILS,Bitumen,Lube Oils,III   MANUFACTURED PRODUCTS,a. Processing and preserving of meat,"Meat of goat, fresh or chilled","Other meats, preserved/processed",Shrimps/Prawns - Processed/Frozen,c. Processing and preserving of fruit and vegetables,Fruit pulp,Vanaspati,Groundnut Oil,Condensed Milk,Ghee,"i. Manufacture of sugar, molasses & honey",Gur,Honey,"k. Manufacture of macaroni, noodles, couscous and similar farinaceous products",Noodles & similar extruded products,Processed Tea,Instant Coffee,m. Manufacture of Processed condiments & salt,Instant Food/Prepared meals based on vegetables,o. Manufacture of Health supplements,Corn Flake,Whey powder,Rice Bran Extract,(B). MANUFACTURE OF BEVERAGES,"Cotton cloth (dyed, printed, or otherwise finished/processed)","Fabrics/cloth, rayon",Blankets,Terry Towel,(E). MANUFACTURE OF WEARING APPAREL,"a. Manufacture of wearing apparel (woven), except fur apparel",Leather garments incl. Jackets,(F). MANUFACTURE OF LEATHER AND RELATED PRODUCTS,Gloves of leather,Leather Shoe,"Timber/wooden plank, sawn/resawn",Wooden board (non-electrical),Paper bag including craft paper bag,Kraft paper,a. Manufacture of basic chemicals,Alkyl Benzene,Other Petrochemical Intermediates,"Aniline (including pna, ona, ocpna)",Nitric Acid,Sulphuric Acid,Di ammonium phosphate,Ammonium sulphate,"Nitrogenous fertilizer, others",c. Manufacture of plastic and synthetic rubber in primary form,Poly Propylene (PP),Poly Vinyl Chloride (PVC),Oleoresin,XLPE Compound,"e. Manufacture of paints, varnishes and similar coatings, printing ink and mastics",Hair oil/Body Oil,Shampoo,Plasticizer,Gelatine,"Vials/ampoule, glass, empty or filled",Vaccine for hepatitis B,Simvastatin,Anti allergic drugs,Plastic capsules,Anti-malarial drugs,Solid Rubber Tyres/Wheels,Cycle/Cycle rickshaw tyre,V belt,Rubber moulded goods,Conveyer belt (fibre based),Rubber Crumb,Plastic film,Plastic bag,Ordinary sheet glass,Ceramic tiles (Vitrified tiles),Electric insulating material,Ordinary Portland cement,slag cement,Pozzolana cement,"g. Cutting, shaping and finishing of stone",h. Manufacture of other non-metallic mineral products,a. Inputs into steel making,Sponge Iron/Direct Reduced Iron (DRI),Stainless Steel Pencil Ingots/Billets/Slabs,Galvanized iron pipes,Aluminium Disk and Circles,MS castings,"(O). MANUFACTURE OF FABRICATED METAL PRODUCTS, EXCEPT MACHINERY AND EQUIPMENT",Metal cutting tools & accessories,Steel structures,"c. Manufacture of steam generators, except central heating hot water boilers",Stainless steel utensils,Stainless steel razor,Lock/padlock,Iron/steel cap,Hose pipes in set or otherwise,Capacitors,Electronic Printed Circuit Board (PCB)/micro circuit,X-ray equipment,h. Manufacture of optical instruments and photographic equipment,"a. Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",Transformer,A C Motor,Electric & other meters,Meter Panel,ACSR Conductors,Insulating & flexible wire,Incandescent Lamps,Electric filament type lamps,Air Coolers,b. Manufacture of fluid power equipment,Injection pump,"c. Manufacture of other pumps, compressors, taps and valves",g. Manufacture of office machinery and equipment,i. Manufacture of agricultural and forestry machinery,Soil preparation & cultivation machinery (other than tractors),Lathes,"Mining, quarrying & metallurgical machinery/parts",Mixing machine,Machinery used in the milling industry,Printing machinery,Evaporator,o. Manufacture of renewable electricity generating equipment,a. Manufacture of motor vehicles,b. Manufacture of parts and accessories for motor vehicles,Shock absorbers,Axles of motor vehicles,Ignition device,"Fishing vessels, trawlers",Wagons,Auto rickshaw/Tempo/Matador/Three wheelers,e. Manufacture of other transport equipment,a. Manufacture of furniture,Steel shutter gate,a. Manufacture of jewellery and related articles,"Stringed musical instruments (incl. Santoor, Guitars, etc.)",Intraocular Lens,IV FOOD INDEX,a.  FOOD GRAINS (CEREALS+PULSES),Paddy,Barley,Tapioca,Radish,Cucumber,Pumpkin,Jackfruit,Milk,Fish-Marine,Turmeric,Cardamom,Ginger (Dry),Cumin,Tea,Coffee,Mesta,Groundnut Seed,Niger Seed,Sunflower,Hides (Raw),Skins (Raw),Jasmine,Chromite,Limestone,Crude Petroleum,LPG,Kerosene,Naphtha,(C). ELECTRICITY,"Chicken/duck, dressed - fresh/frozen",Soyabean Oil,Castor Oil,Palm Oil,Wheat Bran,Gram powder (besan),"Rice, Non-basmati","Cakes, pastries & muffins",Sugar,l. Manufacture of Tea & Coffee products,Salt,Gola & similar Cattle Feed,a. Manufacture of wines & spirits,Spirits,Wine,Rectified spirit,Aerated drinks/soft drinks (incl. soft drink concentrates),Biri,Other tobacco products,Synthetic yarn,b. Weaving & Finishing of textiles,Cotton woven cloth,"Fabric, polyethylene",Jute sacking cloth/Gunny and hessian cloth,Knitted fabrics of cotton,Cotton hosiery cloth,Quilts,Curtains,"e. Manufacture of cordage, rope, twine and netting",Carpets and other floor coverings of textiles,Shirts/half shirts of cotton and/or man-made fibre,"Shawls and scarves, knitted",Chrome Tanned Leather,"b. Manufacture of luggage, handbags, saddlery and harness","Travel goods, handbags, office bags, etc.",Belt & Other Articles of Leather,"Harness, Saddles & Other related Items",c. Manufacture of footwear,"Wood cutting, processed/sized",Plywood block boards,c. Manufacture of builders carpentry and joinery,Wooden block - compressed or not,Wooden box/crate,Newsprint,Press board,Paper carton/box,Newspaper,Printed labels/posters/calendars,Fatty acid,Organic Solvent,Phosphoric acid,Liquid air & other gaseous products,Other Inorganic Chemicals,b. Manufacture of fertilizers and nitrogen compounds,Mixed fertilizer,Ammonium phosphate,d. Manufacture of pesticides and other agrochemical products,Toilet soap,Agarbatti,Perfume/scent,g. Manufacture of other chemical products,Polyester film(metalized),Hydrogen peroxide,"Epoxy, liquid",Rubber Chemicals,"(K). MANUFACTURE OF PHARMACEUTICALS, MEDICINAL CHEMICAL AND BOTANICAL PRODUCTS",Antidiabetic drug excluding insulin (i.e. tolbutam),Vaccine for polio,IV fluids,a. Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,Motor Car Tyre,2/3 wheeler Tyre,Medium & heavy commercial vehicle tube,Rubber components & parts,Elastic webbing,PVC fittings & other accessories,Plastic tube (flexible/non-flexible),Plastic tape,Plastic tank,a. Manufacture of glass and glass products,Fibre glass incl. sheet,"e. Manufacture of cement, lime and plaster",Lime and calcium carbonate,Graphite rod,Other ferro alloys,c. Mild Steel - Semi Finished Steel,d. Mild Steel -Long Products,MS Bright Bars,e. Mild Steel - Flat products,GP/GC sheet,f. Alloy steel other than Stainless Steel- Shapes,g. Stainless Steel - Semi Finished,"Stainless Steel Coils, Strips & Sheets",Aluminium metal,j. Castings,"Cast iron, castings",Aluminium castings,Jigs & Fixture,"d. Forging, pressing, stamping and roll-forming of metal; powder metallurgy",Iron/steel hinges,"Copper bolts, screws, nuts",Laptops,d. Manufacture of consumer electronics,Colour TV,Watch,"Electro-diagnostic apparatus, used in medical, surgical, dental or veterinary sciences",Cooling tower,Rotor/magneto rotor assembly,Amplifier,Multimeter,Solenoid valve,b. Manufacture of batteries and accumulators,c. Manufacture of fibre optic cables for data transmission or live transmission of images,Electric Wires & Cables,Aluminium wire,Electrical ballast & chokes,Domestic gas stove,Washing Machines/Laundry Machines,Microwave oven,Electric heaters,Roller and ball bearings,Chillers,Harvesters,Grinding or polishing machine,Road roller,Earth moving machinery,Sugar Machinery,Open end spinning machinery,n. Manufacture of other special-purpose machinery,Moulding Machine,"Light, medium & heavy commercial vehicles",Engine,"Brake pad/brake liner/brake block/Brake rubber, others",Chain,Filter element,Diesel/Electric locomotive,Hospital furniture,(V). OTHER MANUFACTURING,Cricket Bat,d. Manufacture of games and toys,Jowar,Ragi,Rajma,b.  FRUITS & VEGETABLES,Peas (Green),Brinjal,Bottle gourd,b2. FRUITS,Banana,Apple,Pineapple,Guava,Lemon,Sapota,Pomengranate,Walnut,Egg,Pork,Betel Leaves,Sugarcane,Soyabean,Gaur Seed,(C).  MINERALS,a.  METALLIC MINERALS,Lead Concentrate,II FUEL & POWER,Lignite,Petroleum Coke,"Jams, jellies, marmalades and puree","Sauces of Vegetables (Tomato, Chilli, Soya & others)",Mustard Oil,Rice Bran Oil,Rapeseed Oil,Copra oil,Butter,Rice products,g. Manufacture of starches and starch products,Vegetable starch,h. Manufacture of bakery products,"Bread, buns & croissant",Molasses,Mustard oil cake,Beer,(C). MANUFACTURE OF TOBACCO PRODUCTS,a. Manufacture of tobacco products,Viscose yarn,Nylon rope,Cordage/ropes/twines of jute and coir,f. Manufacture of other textiles,Trouser/pants made of cotton and/or man-made fibre,"Babies garments, knitted",Athletic/sport shoes,Canvas shoes,Waterproof footwear,Wooden splint,Lamination wooden sheets/Veneer sheets,Hard board,Poster paper,Corrugated paper board,Duplex paper,Map litho paper,(I). PRINTING AND REPRODUCTION OF RECORDED MEDIA ,Sticker plastic,Acetic acid and Its Derivatives,Soda ash/washing soda,Camphor,Ammonium nitrate,Catalysts,Urea,"Polystyrene, expandable",Varnish (all types),Printing ink,"f. Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",Tooth paste/Tooth Powder,Foundry chemical,Organic chemicals,h. Manufacture of man-made fibres,"Antipyretic, analgesic, anti-inflammatory formulations",Antibiotics & preparations thereof,Sulpha drugs,Antioxidants,Rubberized dipped fabric,Processed rubber,Rubber Tread,Rubber tubes- not for tyres,Polyester film (non-metalized),Polythene film,Plastic bottle,Plastic components,Tooth brush,Toughened glass,Opthalmic lens,b. Manufacture of refractory products,Plain bricks,d. Manufacture of other porcelain and ceramic products,Porcelain crockery,Granite,"Stone, chip",Ferrosilicon,Pig Iron,Mild Steel (MS) Blooms,MS Pencil Ingots,"Cold Rolled (CR) Coils & Sheets, including Narrow Strip","Lead ingots, bars, blocks, plates",Aluminium alloys,Steel forgings - rough,a. Manufacture of structural metal products,Boilers,Electrical stamping- Laminated or otherwise,"e. Manufacture of cutlery, hand tools and general hardware",Aluminium utensils,Steel door,Steel drums and barrels,"(P). MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",a. Manufacture of electronic components,UPS in Solid State Drives,Modems,Meter (non-electrical),Clock,Microscope,Sunglasses,Electric switch gear control/starter,Electrical relay/conductor,d. Manufacture of other electronic and electric wires and cables,Connector/plug/socket/holder-electric,Light fitting accessories,Insulator,Steam Turbines,Industrial valve,"d. Manufacture of bearings, gears, gearing and driving elements",Motor Starter,"Material handling, lifting and hoisting equipment",Reprographic machine and scanners,Air filters,Filtration equipment,Conveyors - non-roller type,Oil pump,Agricultural tractors,Threshers,Precision machinery equipment/Form tools,Dumper,Concrete vibrator & mixture,Pressure vessel and tank for fermentation & other food processing,Separator,"m. Manufacture of machinery for textile, apparel and leather production",Sewing Machines,Windmill turbines (2500KW),Chassis of different vehicle types,Piston ring/Piston and Compressor,Crankshaft,Silencer and Damper,Steering gear control system,Release valve,Propellers & Blades of Boats/Ships,Railway brake gear,Tanker,Wooden furniture,Plastic fixtures,Foam and rubber mattress,Silver,c. Manufacture of sports goods,Sports goods of rubber (incl. balls),Carrom board,I    PRIMARY ARTICLES,a1. CEREALS,Wheat,Maize,Gram,b1. VEGETABLES,Sweet Potato,Onion,Ginger (Fresh),Tomato,Bitter gourd,Coconut (Fresh),Papaya,Almonds,c.  MILK,e.  CONDIMENTS & SPICES,Chillies (Dry),Betelnut/Arecanut,(B).  NON-FOOD ARTICLES,Coir Fibre,b.  OIL SEEDS,Rape & Mustard Seed,Linseed,Manganese Ore,b.  OTHER MINERALS,Sillimanite,(A). COAL,a. Coking Coal,b.) Non-Coking Coal G7 to G14 [GCV 3100 Kcal/kg. to 5500 Kcal/kg.],c.) Non-Coking Coal G15 to G17 [GCV < 3100 Kcal/kg.],ATF,HSD,Furnace Oil,Electricity,(A). MANUFACTURE OF FOOD PRODUCTS,Fruit Juice including concentrates,d. Manufacture of vegetable and animal oils and fats,Sunflower Oil,Powder Milk,Maida,Sooji (rawa ),Sugar confectionary,Coffee powder with chicory,Cotton seed oil cake,Bottled Mineral water,a. Preparation and spinning of textile fibres,Cotton Yarn,Texturised and twisted Yarn,c. Manufacture of knitted and crocheted fabrics,Tyre cord fabric,b. Manufacture of knitted and crocheted apparel,"Cardigans and pullovers, knitted",Plastic/PVC Chappals,a. Saw milling and planing of wood,"b. Manufacture of veneer sheets; manufacture of plywood, laminboard, particle board and other panels and boards",Wooden panel,d. Manufacture of wooden containers,(H). MANUFACTURE OF PAPER AND PAPER PRODUCTS,Base paper,Card board,Tissue paper,Bristle paper board,Pulp board,b. Manufacture of corrugated paper and paperboard and containers of paper and paperboard,Corrugated sheet box,Card board box,c. Manufacture of other articles of paper and paperboard,a. Printing,Journal/periodical,Printed form & schedule,Hologram (3D),(J). MANUFACTURE OF CHEMICALS AND CHEMICAL PRODUCTS,Carbon Black,Ethyl acetate,Ethylene Oxide,Ammonia gas,"Superphospate/Phosphatic fertilizer, others",Polyethylene,Insecticide and Pesticide,Agro chemical formulation,"Fungicide, liquid",Powder coating material,Organic surface active agent,Creams & Lotions for External Application,Mosquito coil,Explosive,Polyester fibre fabric,Anti inflammatory preparation,Ayurvedic medicaments,Medical accessories,Medium & heavy commercial vehicle tyre,Motor Car Tube,Rubber cloth/sheet,2/3 wheeler rubber tube,c. Manufacture of plastics products,Plastic box/container,Plastic button,Non ceramic tiles,c. Manufacture of clay building materials,Clinker,White cement,Cement superfine,"f. Manufacture of articles of concrete, cement and plaster",Asbestos corrugated sheet,Marble Slab,Cement blocks (concrete),Ferromanganese,Silicomanganese,Rails,"Angles, Channels, Sections, steel (coated/not)",Steel cables,Alloy steel Wire rods,h. Pipes & tubes,Stainless steel tubes,i. Manufacture of non-ferrous metals incl. precious metals,Copper metal/Copper Rings,Zinc metal/zinc blocks,Aluminium shapes - bars/rods/flats,Brass metal/sheet/coils,Alloy steel castings,k. Forgings of steel,"Steel pipes, tubes & poles",Mild steel (MS) flats & sheets,"b. Manufacture of tanks, reservoirs and containers of metal",Cylinders,Steel Container,Stainless steel tank,Forged Steel Rings,f. Manufacture of other fabricated metal products,Hand tools,Personal Computer (P.C.),Computer peripherals,c. Manufacture of communication equipment,Telephone sets including mobile hand sets,Air conditioner,Scientific time keeping device,Generator parts,Electrical resistors (except heating resistors),Electric accumulators,Batteries,Fibre Optic Cables,PVC Insulated Cable,Jelly Filled Cables,Aluminium/Alloy Conductor,Rubber Insulated Cables,"e. Manufacture of wiring devices, electric lighting & display equipment",Flourescent tube,f. Manufacture of domestic appliances,Refrigerators,Electric Mixers/Grinders/Food Processors,Geyser,g. Manufacture of other electrical equipment,Motors & other DC equipment,(R). MANUFACTURE OF MACHINERY AND EQUIPMENT,"a. Manufacture of engines and turbines, except aircraft, vehicle and two wheeler engines",Pneumatic tools,Centrifugal Pumps,Pump sets without motor,Air or vacuum pump,Air gas compressor including compressor for refrigerator,Gasket kit,Clutches and shaft couplings,f. Manufacture of lifting and handling equipment,Cranes,Hydraulic equipment,j. Manufacture of metal-forming machinery and machine tools,Drilling Machine,Rice mill machinery,Pharmaceutical Machinery,Solar power system (solar panel & attachable equipment),"(S). MANUFACTURE OF MOTOR VEHICLES, TRAILERS AND SEMI-TRAILERS",Minibus/bus,Body (for commercial motor vehicles),Wheels/Wheels & parts,Radiators & coolers,Head lamp,Gear box and parts,a. Building of ships and floating structures,EMU coaches,Motor cycles,Scooters,Bicycles of all types,(U). MANUFACTURE OF FURNITURE,Gold & gold ornaments,b. Manufacture of musical instruments,Table Tennis Table,Plastic moulded-others toys,Non Mechanical Toys,WPI
WT_INDX042012,01-04-2012,2012,Apr,8.637,7.088,5.299,2.444,16.697,14.592,8.309,1.823,12.653,6.583,4.932,0,2.521,1.001,2.098,5.323,2.154,0.964,94.799,83.931,66.334,2.629,7.735,1.106,7.31,1.201,0.221,0.418,9.374,28.851,88.561,53.14,20.39,14.264,3.063,2.752,33.393,240.96,160.47,7.438,20.396,14.067,7.081,116.545,6.189,200.952,21.121,0.742,42.64,15.875,2.76,17.501,9.685,13.61,2.428,35.63,1.012,22.526,6.25,27.548,16.619,488.068,10.192,4.506,5.493,29.85,5.655,4.9,9.734,12.904,3.878,14.215,0.002,77.181,11.558,49.296,19.261,2.82,2.803,29.985,22.821,3.278,8.237,4.397,2.162,5.566,12.767,1.91,1.297,2.116,38.664,30.512,0.413,6.202,12.705,2.592,8.986,14.608,4.353,1.984,199.345,8.012,1.316,70.266,3.613,1.46,0.652,1.615,229.851,3.327,27.178,1.31,5.098,4.68,6.841,1.563,320.176,19.85,12.113,0.49,2.629,964.632,11.195,65.301,58.341,37.842,88.361,48.307,9.148,62.858,7.863,40.26,0.358,2.212,18.662,6.251,4.521,33.637,18.056,7.551,5.546,292.97,39.02,0.525,4.299,0.039,7.782,17.381,5.08,6.077,0.026,7.69,0.837,0.837,43.675,0.015,1.599,2.307,26.218,37.079,6.463,0.379,22.793,0.19,8.373,0.731,1.276,86.336,7.112,8.823,15.245,164.777,10.979,130.205,11.7,26.311,0.023,0.562,0.207,4.941,10000,1525.585,63.86,12.914,9.165,27.737,12.251,1.874,0.21,46.209,1.837,240.156,52.5,44.094,16.159,55.906,5.453,9.763,196.043,0.842,20.862,11.352,0.139,46.423,64.703,140.097,49.99,9.013,794.968,22.677,29.199,6423.054,13.405,2.943,1.934,6.329,13.809,3.326,37.937,5.834,2.154,39.349,116.275,2.354,1.122,2.64,2.64,33.175,3.292,16.302,2.428,22.5,18.477,4.023,3.918,90.907,94.619,8.362,0.895,5.824,81.414,59.324,9.46,53.54,1.002,20.737,5.444,0.862,0.123,8.22,143.33,7.318,0.684,3.068,2.048,3.029,7.425,3.42,0.427,100.082,19.433,8.347,7.154,10.911,49.145,0.89,1.534,0.818,2.008,2.63,0.037,5.23,0.959,7.553,6.041,0.473,2.371,1.101,3.434,4.791,5.232,24.113,1.975,0.555,17.903,20.102,85.277,9.83,9.194,23.351,16.911,141.103,100.352,41.164,0.075,3.952,78.655,315.498,0.124,59.281,14.462,8.546,11.854,0.046,1.294,9.066,20.041,7.375,0.698,0.751,129.789,55.072,2.218,4.345,5.246,4.741,8.644,0.16,1.471,0.697,16.151,4.418,55.183,0.582,83.265,3.84,1.044,2.454,0.216,2.217,4.184,8.073,4.559,260.026,236.827,10.028,12.553,1.704,11.34,6.331,1.273,0.159,72.672,6.84,99.638,0.124,4.941,0,346.238,143.052,1.437,7.213,3.942,0.906,0.465,2.458,443.999,42.182,10.015,1.434,2.098,6.256,12.359,9.879,0.225,26.876,0.234,1.659,3.062,2.29,3.063,2.645,6.947,194.537,64.481,18.685,86.678,306.409,1.09,34.251,2.955,101.507,3.97,9.59,94.347,2.084,105.553,37.083,2.692,21.073,40.833,23.997,9.479,7.357,25.793,11.183,23.555,53.794,150.903,0.942,5.304,31.677,17.714,1.582,0.9,1.942,9.776,12.792,35.583,6.085,14.213,7.54,3.798,1.909,0.831,31.785,5.037,19.458,3.558,0.965,10.911,7.923,0.3,7.64,3.031,9.471,2.257,0.015,2.073,4.45,28.422,148.497,45.476,4.093,45.369,7.605,2.364,10.008,69.227,8.695,3.517,9.037,0.748,199.345,11.682,1.289,1.785,60.897,20.706,4.03,12.918,1.732,0.914,16.21,7.563,1.448,3.701,29.504,3.063,164.48,2.789,16.911,2.768,127.356,108.063,55.727,114.442,11.26,6.671,92.396,2.925,0.188,92.451,5.55,6.169,0.541,38.342,0.3,0.012,19.068,64.095,43.702,6.734,4.848,0.949,0.68,0.11,0.014,0.46,23.573,13.327,2.157,1.353,0.346,0.949,7.37,0.206,4.214,28.071,0.436,0.364,2.477,0.995,18.095,11.79,13.728,46.834,9.108,69.584,83.798,10.145,2.19,5.03,1.891,0.087,106.417,0.206,0.476,6.764,0.738,0.573,347.508,13.654,24.125,2.323,160.06,32.937,7.505,3.089,4.56,6.575,2.814,2.122,2.599,23.264,6.051,14.419,58.142,37.606,10.347,83.317,64.818,0.369,1315.19,9.013,4.663,2.391,3.397,18.053,29.613,1.16,2.769,52.138,7.025,10.955,10.955,21.459,3.5,4.486,3.512,16.276,51.357,51.357,9.019,0.911,8.865,20.089,1.377,8.874,1.651,1.281,1.734,1.936,18.314,0.062,0.604,1.591,18.002,9.799,67.622,1.846,2.452,6.255,0.751,1.281,1.697,72.685,2.619,1.733,7.54,61.219,2.704,0.808,4.383,29.636,0.358,23.061,3.627,2.243,0.203,1.724,1.864,5.076,1.969,4.306,6.262,20.335,3.926,2.939,3.097,22.322,3.659,22.247,2.145,15.735,7.616,2.314,65.301,64.842,4.173,9.307,1.906,6.796,27.051,103.144,12.25,17.896,20.758,2.264,0.85,2.274,200.875,40.241,12.825,0.42,18.056,0.513,0.45,0.301,2.069,10.27,42.798,4.832,3.113,11.159,2.536,61.304,34.015,4.757,4.086,0.582,25.613,13.412,0.093,0.2,52.772,0.071,11.948,6.785,1.692,5.469,0.246,19.214,1.112,1.977,15.893,5.103,2.807,7.898,8.627,0.101,0.394,0.042,0.159,18.979,9.781,10.674,3.077,1.238,0.367,0.045,2261.756,282.378,102.823,18.927,26.377,187.448,2.051,16.445,2.124,28.446,2.261,7.873,6.368,2.469,443.999,52.885,14.056,8.487,411.894,1.555,111.53,24.914,0.64,3.955,18.499,0.061,213.813,64.703,88.904,1.203,31.991,309.548,66.576,306.409,912.173,4.695,264.293,23.133,16.715,19.044,2.473,7.816,0.616,6.115,1.755,258.154,134.192,50.957,19.296,7.297,22.09,3.253,6.382,12.417,49.33,2.696,11.876,111.322,1.093,3.1,2.255,3.288,0.247,31.422,19.469,2.722,30.604,67.622,21.333,1.659,0.297,646.505,10.555,3.246,1.294,4.383,8.472,51.618,38.578,6.434,0.357,1.208,1.834,2.734,0.621,8.728,8.691,0.306,6.506,39.104,12.918,1.126,1.224,1.601,141.776,31.065,0.721,0.76,12.113,31.582,18.047,7.761,29.248,12.181,9.603,4.345,2.589,21.885,13.227,1.267,5.514,6.671,20.534,20.459,169.264,11.676,2.265,21.326,1.026,2.077,27.051,28.647,14.193,65.951,56.456,7.075,2.42,20.446,72.841,27.659,10.995,3.574,30.998,30.578,20.393,0.304,8.079,0.732,0.207,19.028,13.327,8.292,0.366,2.667,1.964,26.294,3.823,36.6,13.502,4.313,0.269,20.589,3.353,478.899,63.84,4.017,2.796,25.362,17.456,5.445,4.124,1.187,28.509,7.62,16.803,22.363,6.894,3.071,19.273,2.582,496.853,79.295,8.918,14.275,6.161,3.681,31.546,11.734,2.715,116.61,12.322,11.7,72.672,96.561,0.124,0.08,0.21,0.014,56.78763406
