COMM_NAME,COMM_CODE,COMM_WT,BASE Price,WT_INDX042012,WT_INDX052012,WT_INDX062012,WT_INDX072012,WT_INDX082012,WT_INDX092012,WT_INDX102012,WT_INDX112012,WT_INDX122012,WT_INDX012013,WT_INDX022013,WT_INDX032013,WT_INDX042013,WT_INDX052013,WT_INDX062013,WT_INDX072013,WT_INDX082013,WT_INDX092013,WT_INDX102013,WT_INDX112013,WT_INDX122013,WT_INDX012014,WT_INDX022014,WT_INDX032014,WT_INDX042014,WT_INDX052014,WT_INDX062014,WT_INDX072014,WT_INDX082014,WT_INDX092014,WT_INDX102014,WT_INDX112014,WT_INDX122014,WT_INDX012015,WT_INDX022015,WT_INDX032015,WT_INDX042015,WT_INDX052015,WT_INDX062015,WT_INDX072015,WT_INDX082015,WT_INDX092015,WT_INDX102015,WT_INDX112015,WT_INDX122015,WT_INDX012016,WT_INDX022016,WT_INDX032016,WT_INDX042016,WT_INDX052016,WT_INDX062016,WT_INDX072016,WT_INDX082016,WT_INDX092016,WT_INDX102016,WT_INDX112016,WT_INDX122016,WT_INDX012017,WT_INDX022017,WT_INDX032017,WT_INDX042017,WT_INDX052017,WT_INDX062017,WT_INDX072017,WT_INDX082017,WT_INDX092017,WT_INDX102017,WT_INDX112017,WT_INDX122017,WT_INDX012018,WT_INDX022018,WT_INDX032018,WT_INDX042018,WT_INDX052018,WT_INDX062018,WT_INDX072018,WT_INDX082018,WT_INDX092018,WT_INDX102018,WT_INDX112018,WT_INDX122018,WT_INDX012019,WT_INDX022019,WT_INDX032019,WT_INDX042019,WT_INDX052019,WT_INDX062019,WT_INDX072019,WT_INDX082019,WT_INDX092019,WT_INDX102019,WT_INDX112019,WT_INDX122019,WT_INDX012020,WT_INDX022020,WT_INDX032020,WT_INDX042020,WT_INDX052020,WT_INDX062020,WT_INDX072020,WT_INDX082020,WT_INDX092020,WT_INDX102020,WT_INDX112020,WT_INDX122020,WT_INDX012021,WT_INDX022021,WT_INDX032021,WT_INDX042021,WT_INDX052021,WT_INDX062021,WT_INDX072021,WT_INDX082021,WT_INDX092021,WT_INDX102021,WT_INDX112021,WT_INDX122021,WT_INDX012022,WT_INDX022022,WT_INDX032022,WT_INDX042022,WT_INDX052022,WT_INDX062022,WT_INDX072022,WT_INDX082022,WT_INDX092022,WT_INDX102022,WT_INDX112022,WT_INDX122022,WT_INDX012023,WT_INDX022023,WT_INDX032023,WT_INDX042023,WT_INDX052023,WT_INDX062023,WT_INDX072023,WT_INDX082023,WT_INDX092023,WT_INDX102023
Grapes,1101020208,0.04932,88.1,0.04932,0,0,0,0,0,0.052343019,0.056709603,0.058277094,0.057325403,0.053070783,0.051615255,0.052734892,0,0,0,0,0,0.059004858,0.06029244,0.061076186,0.058165131,0.05542202,0.054862202,0.056877548,0,0,0,0,0,0.066170533,0.069305516,0.068241862,0.0730563,0.067458116,0.060516368,0.061580023,0,0,0,0,0,0.075855392,0.071992645,0.07003328,0.06516286,0.071656754,0.066842316,0.060852259,0,0,0,0,0,0.06241975,0.063707333,0.067178207,0.063147514,0.064603042,0.058892894,0.057157457,0,0,0,0,0,0.068297843,0.069137571,0.071992645,0.066730352,0.063651351,0.062195823,0.066730352,0,0,0,0,0,0.066954279,0.066338479,0.068073916,0.066506425,0.062139841,0.061356095,0.066114552,0,0,0,0,0,0.086491941,0.099031873,0.078094665,0.077534847,0.08005403,0.07792672,0.074007991,0,0,0,0,0,0.067346152,0.068857662,0.078262611,0.079886084,0.081229648,0.074343882,0.080277957,0,0,0,0,0,0.09500118,0.111571805,0.090466652,0.08951496,0.08190143,0.08341294,0.089291033,0,0,0,0,0,0.103734347,0.121872463,0.109388513,0.100431419,0.108828695,0.104909966,0.102558729,0,0,0,0,0,0.120920772
Mosambi (Sweet Orange),1101020214,0.02521,106.6,0.02521,0.027645863,0.026297861,0.025966773,0.019983537,0.021780872,0.025517439,0.025351895,0.024737017,0.022159259,0.017453077,0.022608593,0.025470141,0.029608743,0.032068255,0.029774287,0.024264034,0.023743752,0.02603772,0.025730281,0.024547824,0.022088311,0.020054484,0.022277505,0.026534353,0.03053106,0.033700047,0.031879062,0.027243827,0.025990422,0.027243827,0.023483612,0.02296333,0.025872176,0.025564737,0.026865441,0.025541088,0.028922917,0.027503968,0.026534353,0.026534353,0.026534353,0.026534353,0.026534353,0.026534353,0.026534353,0.026534353,0.026534353,0.034622364,0.031453377,0.037105525,0.031074991,0.029939831,0.031760816,0.035733874,0.038760966,0.037105525,0.033912889,0.031760816,0.031453377,0.029632392,0.028355338,0.027645863,0.027243827,0.026132317,0.026368809,0.027385722,0.026179615,0.026155966,0.024595122,0.025848527,0.02717288,0.03024727,0.033676398,0.036632542,0.033723696,0.028828321,0.02577758,0.025824878,0.026794493,0.027906004,0.02774046,0.028355338,0.029774287,0.034598715,0.038027842,0.038004193,0.037980544,0.036064962,0.0392103,0.040511004,0.045264484,0.042521182,0.037791351,0.031879062,0.030034428,0.030270919,0.029750638,0.031784465,0.032068255,0.032517589,0.032825028,0.032754081,0.03474061,0.03388924,0.036750788,0.039588687,0.041953602,0.044413114,0.044649606,0.048599015,0.040463705,0.037105525,0.034291276,0.035473734,0.034906154,0.035331839,0.033132467,0.035615629,0.039044756,0.04427122,0.045690169,0.04595031,0.042899568,0.037838649,0.036064962,0.036939981,0.040132617,0.041551567,0.042639428,0.04202455,0.039896126,0.040227214,0.039328546,0.039541388,0.039281248,0.036939981,0.035875769,0.036608893
Pear,1101020218,0.01001,115.6,0.01001,0.01001,0.008633192,0.007446886,0.005533209,0.006425104,0.007316998,0.008278166,0.007810571,0.007109178,0.007360294,0.007204429,0.006312535,0.006312535,0.005489913,0.00438154,0.004805839,0.005065614,0.005411981,0.005559187,0.007161133,0.012936799,0.012711661,0.012711661,0.012711661,0.01375942,0.01375942,0.010642119,0.009334585,0.011101055,0.010330389,0.012772275,0.012659706,0.01334378,0.01334378,0.013724784,0.011196306,0.011196306,0.011196306,0.011386808,0.011386808,0.011386808,0.011386808,0.011386808,0.011386808,0.011386808,0.011386808,0.011386808,0.011386808,0.011386808,0.015525891,0.013265848,0.013066687,0.013802716,0.014105787,0.01574237,0.014729247,0.013248529,0.012555796,0.012347976,0.012053564,0.011897699,0.012677024,0.011750493,0.011066419,0.010754689,0.010988486,0.011559991,0.012174792,0.011109715,0.011109715,0.011663901,0.012010268,0.012651047,0.012625069,0.01126558,0.010044637,0.009871453,0.009862794,0.009923408,0.010893235,0.010919213,0.011040441,0.010988486,0.011880381,0.012477863,0.014244334,0.013811375,0.010711393,0.010849939,0.011568651,0.0125125,0.011300216,0.010953849,0.010468936,0.009525087,0.009525087,0.009689611,0.010391003,0.009663633,0.009239334,0.010044637,0.010979827,0.011542673,0.011559991,0.011559991,0.011559991,0.011559991,0.011559991,0.011559991,0.011282898,0.010391003,0.009014196,0.009871453,0.010096592,0.00969827,0.009784862,0.009784862,0.009784862,0.009784862,0.009784862,0.009784862,0.009689611,0.010347708,0.009984022,0.010442958,0.011655242,0.012867526,0.012971436,0.012971436,0.012971436,0.012971436,0.012971436,0.012971436,0.013205234,0.011508036,0.011239602,0.010858599,0.011499377
Black Pepper,1101050001,0.02098,120.8,0.02098,0.021257881,0.021639967,0.023150944,0.023133576,0.023150944,0.023150944,0.022907798,0.022647285,0.02289043,0.023428825,0.021796275,0.021553129,0.021292616,0.021778907,0.022647285,0.023220414,0.023307252,0.024158262,0.025321887,0.026120795,0.026554983,0.026780762,0.027093377,0.029576937,0.031157384,0.031730513,0.032807301,0.033050447,0.031799983,0.032894139,0.033154652,0.033033079,0.032112599,0.031140017,0.030011126,0.03054952,0.030862136,0.031452632,0.03218207,0.032199437,0.032095232,0.032407848,0.033328328,0.032529421,0.031556838,0.031209487,0.032199437,0.033658311,0.03395356,0.033397798,0.033050447,0.032946242,0.032650993,0.03245995,0.031747881,0.032234172,0.031921556,0.030584255,0.030514785,0.029733245,0.029073278,0.028725927,0.027701242,0.028170166,0.027405993,0.026746026,0.026207632,0.026815497,0.026850232,0.026572351,0.025200315,0.02367197,0.02367197,0.022699387,0.021674702,0.02346356,0.024661921,0.024227732,0.024279834,0.024262467,0.023724073,0.023689338,0.022716755,0.022873063,0.02367197,0.023324619,0.022716755,0.022768858,0.022421507,0.021501026,0.021674702,0.02196995,0.021674702,0.021501026,0.021171043,0.021240513,0.021535762,0.021674702,0.021431556,0.021483659,0.021448924,0.021396821,0.021587864,0.021744172,0.021223146,0.021101573,0.022039421,0.022629917,0.02268202,0.023706705,0.023619868,0.023480927,0.023949851,0.025182947,0.027735977,0.028448046,0.028656457,0.0288475,0.029160116,0.029299056,0.028934338,0.028725927,0.028482781,0.028760662,0.02877803,0.028604354,0.028500149,0.029003808,0.029264321,0.029073278,0.02877803,0.02799649,0.028257003,0.028291738,0.029299056,0.033745149,0.034630894,0.034978245
Garlic,1101050008,0.05323,44.4,0.05323,0.047595293,0.048914054,0.049033941,0.050712365,0.047954955,0.044478221,0.039802613,0.038363964,0.04040205,0.042560023,0.047835068,0.064859077,0.076847815,0.076727928,0.075888716,0.073011419,0.073970518,0.075648941,0.099626419,0.10418214,0.097828108,0.093392275,0.098547432,0.094351374,0.103582703,0.101904279,0.114132793,0.125641982,0.128639167,0.121445923,0.113293581,0.111615158,0.119168063,0.126121532,0.118089077,0.102623604,0.109097523,0.134393761,0.156333153,0.17251795,0.171678739,0.160768986,0.181029955,0.211481351,0.200211937,0.184147027,0.144704077,0.124323221,0.14686205,0.169640653,0.181869167,0.214238761,0.215917185,0.208963716,0.205966532,0.206086419,0.217475721,0.192898806,0.143505203,0.115211779,0.107658874,0.103822477,0.101544617,0.100705405,0.089795653,0.08763768,0.087158131,0.078166577,0.073850631,0.076128491,0.065938063,0.06378009,0.057186284,0.055028311,0.060782905,0.060423243,0.056466959,0.052630563,0.050232815,0.05095214,0.050232815,0.058025495,0.067136937,0.081043874,0.095670135,0.100105968,0.103103153,0.123484009,0.13811027,0.180910068,0.199972162,0.190980608,0.190860721,0.166883243,0.135472748,0.13355455,0.120127162,0.116290766,0.112214595,0.131516464,0.144823964,0.141946667,0.145783063,0.143265428,0.144943851,0.128279505,0.115571441,0.111255495,0.112814032,0.127799955,0.130077815,0.123124347,0.116770315,0.11473223,0.101184955,0.080804099,0.070254009,0.08488027,0.085239932,0.080804099,0.079605225,0.081643311,0.076967703,0.076128491,0.063180653,0.061622117,0.070733559,0.068096036,0.073011419,0.092912725,0.103822477,0.11425268,0.125042545,0.144224527,0.196495428,0.238695788,0.23905545,0.233660518
Coriander,1101050009,0.02154,93.6,0.02154,0.021355897,0.02154,0.02170109,0.022805705,0.022023269,0.022322436,0.023035833,0.02407141,0.026418718,0.026925,0.029318333,0.032079872,0.033069423,0.032079872,0.031780705,0.031090321,0.031274423,0.032356026,0.033713782,0.034151026,0.034542244,0.038500449,0.038132244,0.039397949,0.039835192,0.038937692,0.043356154,0.047130256,0.048050769,0.047015192,0.046623974,0.046232756,0.044990064,0.037671987,0.034012949,0.037695,0.041745256,0.0457725,0.046025641,0.045657436,0.047774615,0.048695128,0.047291346,0.044967051,0.040778718,0.036613397,0.0359,0.037556923,0.038063205,0.037833077,0.038408397,0.037902115,0.037464872,0.037441859,0.036084103,0.035600833,0.034035962,0.032908333,0.031596603,0.033598718,0.032217949,0.029939679,0.028904103,0.028581923,0.028789038,0.027937564,0.027730449,0.029548462,0.030284872,0.028950128,0.028535897,0.028650962,0.028328782,0.027684423,0.028766026,0.029433397,0.030192821,0.030722115,0.032632179,0.034220064,0.034910449,0.034358141,0.033437628,0.035692885,0.035876987,0.036107115,0.035992051,0.034910449,0.034105,0.034404167,0.035485769,0.036544359,0.036751474,0.034979487,0.033552692,0.033391603,0.035923013,0.037671987,0.037234744,0.037441859,0.038339359,0.039582051,0.040088333,0.038523462,0.038362372,0.038569487,0.040249423,0.041630192,0.04413859,0.044552821,0.042964936,0.042159487,0.041814295,0.041308013,0.045358269,0.045956603,0.04667,0.050190962,0.054057115,0.061628333,0.063653462,0.063745513,0.065701603,0.066829231,0.065609551,0.065885705,0.065908718,0.062065577,0.060960962,0.05580609,0.051272564,0.050190962,0.047659551,0.047153269,0.048280897,0.047797628,0.047544487,0.047291346
Tamarind,1101050010,0.00964,80.6,0.00964,0.009412754,0.008611414,0.008659256,0.008814739,0.008814739,0.008862581,0.008527692,0.008563573,0.009185509,0.009173548,0.009759603,0.010118412,0.010345658,0.01084799,0.011194839,0.011350323,0.011135037,0.011146998,0.011003474,0.011338362,0.011553648,0.011697171,0.011051315,0.011398164,0.011996179,0.011063275,0.012701836,0.012797519,0.012630074,0.012630074,0.011900496,0.01286928,0.013850025,0.0136467,0.013371613,0.012917122,0.014256675,0.011912457,0.011721092,0.011721092,0.011721092,0.011721092,0.011721092,0.011721092,0.011721092,0.011721092,0.011721092,0.014770968,0.015345062,0.01446,0.014172953,0.016732457,0.016636774,0.016194243,0.014962333,0.014747047,0.014316476,0.013491216,0.014400199,0.015990918,0.016146402,0.015464665,0.015823474,0.016493251,0.016780298,0.01768928,0.018418859,0.021014243,0.021540496,0.023836873,0.023059454,0.022437519,0.022270074,0.02128933,0.022760447,0.022030868,0.022712605,0.02210263,0.021971067,0.021767742,0.021229529,0.0200933,0.019866055,0.019256079,0.017904566,0.017856725,0.018921191,0.019124516,0.01966273,0.019196278,0.018705906,0.018705906,0.019339801,0.019327841,0.023406303,0.023047494,0.022856129,0.019124516,0.018131811,0.020320546,0.020559752,0.019531166,0.01926804,0.019112556,0.020356427,0.02209067,0.020368387,0.018622184,0.017832804,0.017473995,0.017904566,0.017761042,0.017569677,0.01727067,0.01686402,0.016660695,0.016146402,0.017103226,0.017414194,0.015285261,0.015141737,0.015488586,0.017832804,0.017402233,0.01725871,0.017318511,0.017198908,0.016983623,0.016254045,0.014256675,0.013383573,0.014160993,0.014627444,0.014208834,0.014160993,0.014818809,0.015093896,0.015847395
f.  OTHER FOOD ARTICLES,1101060000,0.94799,98.5,0.94799,0.94799,0.967238528,0.954726985,0.970125807,0.979750071,0.976862792,0.978787645,1.009585289,1.037495655,1.055781756,1.057706609,1.075992711,1.071180579,1.061556315,1.039420508,1.028833817,1.040382934,1.061556315,1.14817469,1.147212264,1.203032995,1.176085056,1.142400132,1.158761381,1.187634173,1.182822041,1.157798954,1.145287411,1.135663147,1.135663147,1.137588,1.135663147,1.192446305,1.198220863,1.153949249,1.332960558,1.31371203,1.309862325,1.285801665,1.280989533,1.27906468,1.281951959,1.284839239,1.287726518,1.346434528,1.345472102,1.332960558,1.452301431,1.476362091,1.403217685,1.402255259,1.393593421,1.392630995,1.42342864,1.465775401,1.473474812,1.485023929,1.499460325,1.511009442,1.511009442,1.487911208,1.383006731,1.347396954,1.350284234,1.341622396,1.33777269,1.358946071,1.372420041,1.377232173,1.38589401,1.380119452,1.402255259,1.387818863,1.368570335,1.356058792,1.359908497,1.383006731,1.377232173,1.386856437,1.404180112,1.406104964,1.421503787,1.421503787,1.439789888,1.429203198,1.387818863,1.372420041,1.374344893,1.376269746,1.37530732,1.368570335,1.381081878,1.381081878,1.373382467,1.370495188,1.364720629,1.412841949,1.42342864,1.585116274,1.635162447,1.656335827,1.612064213,1.594740538,1.582228995,1.597627817,1.629387888,1.620726051,1.633237594,1.630350315,1.609176934,1.566830173,1.572604731,1.577416863,1.583191421,1.622650904,1.639012152,1.661147959,1.672697076,1.668847371,1.71696869,1.669809797,1.659223107,1.660185533,1.683283766,1.681358914,1.732367513,1.756428173,1.744879056,1.740066924,1.75450332,1.764127584,1.772789421,1.740066924,1.737179645,1.736217218,1.73044266,1.739104497,1.915228528
a.  FIBRES,1102010000,0.83931,92.3,0.83931,0.857496566,0.867499177,0.942973424,0.9711626,0.926605515,0.882048429,0.883867086,0.887504399,0.88659507,0.903872308,0.954794691,0.949338722,0.961159989,1.001170433,1.044818191,1.080281993,1.092103261,1.070279382,1.033906251,1.018447671,1.056639458,1.067551398,1.030268938,1.024812969,1.022994312,1.036634236,1.012991701,0.993895807,0.936608126,0.89205104,0.880229772,0.884776414,0.864771192,0.841128657,0.846584626,0.888413727,0.904781636,0.901144323,0.895688353,0.890232384,0.898416338,0.87113649,0.880229772,0.913874919,0.932970813,0.921149545,0.914784247,0.942973424,0.972071928,1.062095428,1.146662958,1.117564453,1.084828635,1.045727519,1.021175655,1.031178267,1.1030152,1.118473781,1.135751018,1.110289827,1.086647291,1.093921918,1.08755662,1.08210065,1.068460726,1.025722297,1.033906251,1.085737963,1.120292438,1.103924529,1.083009978,1.071188711,1.077554009,1.157574897,1.181217432,1.189401387,1.183945417,1.183036089,1.190310715,1.169396165,1.156665569,1.136660347,1.160302882,1.213043922,1.220318548,1.217590563,1.199403998,1.183036089,1.176670791,1.149390943,1.123020423,1.124839079,1.128476392,1.131204377,1.117564453,1.103924529,1.073007367,1.063004756,1.054820802,0.972071928,1.005717075,1.041180878,1.093921918,1.123020423,1.146662958,1.18758273,1.211225265,1.210315937,1.223955861,1.295792795,1.33034727,1.337621896,1.342168537,1.419461441,1.464927855,1.496754345,1.613148364,1.73136104,1.819565883,1.965058407,2.133284139,2.057809892,1.896858787,2.00597818,1.894130802,1.755912904,1.75227559,1.714993131,1.682257313,1.660433434,1.635881571,1.636790899,1.59405247,1.5467674,1.50948494,1.551314041,1.558588667,1.519487551
Raw Cotton,1102010001,0.66334,89.9,0.66334,0.679573014,0.6840002,0.75262158,0.764427408,0.719417686,0.677359422,0.681786607,0.682524472,0.677359422,0.692854572,0.739340022,0.729009922,0.739340022,0.779922558,0.823456552,0.858136174,0.852233259,0.825670145,0.793204116,0.774757508,0.824194416,0.82493228,0.792466251,0.784349744,0.782874016,0.798369166,0.785087608,0.77328178,0.707611858,0.66850505,0.651534171,0.660388543,0.638252614,0.615378821,0.616854549,0.660388543,0.686213793,0.677359422,0.675145829,0.669980779,0.6736701,0.639728343,0.636039021,0.659650679,0.667029321,0.647106986,0.6323497,0.66334,0.689903115,0.771068187,0.858874038,0.852971123,0.819029366,0.781398287,0.753359444,0.764427408,0.821980823,0.84042743,0.843378888,0.822718687,0.807223537,0.816815773,0.816815773,0.812388587,0.785825473,0.743767208,0.750407987,0.79394198,0.816077909,0.78877693,0.762213815,0.759262358,0.774757508,0.861087631,0.899456574,0.904621624,0.892077931,0.89355366,0.904621624,0.880272102,0.852233259,0.834524516,0.864039088,0.922330367,0.923806096,0.921592503,0.90904881,0.890602202,0.868466274,0.838213838,0.808699266,0.803534216,0.80427208,0.793204116,0.789514794,0.788039066,0.770330323,0.782874016,0.785087608,0.67883515,0.69949535,0.734912836,0.777708966,0.796155573,0.810912859,0.84042743,0.856660445,0.847806073,0.860349766,0.926757553,0.968077953,0.988738154,0.978408053,1.044077976,1.09130129,1.081709055,1.173942091,1.278718821,1.365048943,1.548039288,1.734718954,1.669049032,1.502291702,1.620349989,1.486796552,1.323728543,1.350291657,1.320039221,1.274291635,1.262485806,1.249204249,1.270602314,1.224116863,1.193126563,1.163611991,1.196815884,1.210097442,1.176155684
Raw Wool,1102010004,0.02629,100,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02629,0.02615855,0.02563275,0.02563275,0.02563275,0.02563275,0.02563275,0.02731531,0.02849836,0.02860352,0.02855094,0.02860352,0.02878755,0.03096962,0.0328625,0.03299395,0.03299395,0.03291508,0.03296766,0.03465022,0.03486054,0.03585956,0.03614875,0.03625391,0.03562295,0.03530747,0.03504457,0.03457135,0.03428216,0.03420329,0.034177,0.03412442,0.03404555,0.03404555,0.03459764,0.03520231,0.03593843,0.03672713,0.03846227,0.04387801,0.04490332,0.04542912,0.04603379,0.04726942,0.0478478,0.04832102,0.04884682,0.04932004,0.05223823,0.05276403,0.05331612,0.05373676,0.05426256,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917,0.05449917
Raw Silk,1102010005,0.07735,103,0.07735,0.080654272,0.083583058,0.086962427,0.098527379,0.096875243,0.095373301,0.093721165,0.097250728,0.09927835,0.098452282,0.098977961,0.103333592,0.104985728,0.106938252,0.109266262,0.112345243,0.12789034,0.127589951,0.12428568,0.122333155,0.113171311,0.122258058,0.117526942,0.118503204,0.115349126,0.112795825,0.106938252,0.102282233,0.108590388,0.100930485,0.102056942,0.097025437,0.098452282,0.095072913,0.098527379,0.098151893,0.088163981,0.082456602,0.077500194,0.079077233,0.078851942,0.076223544,0.077650388,0.081405243,0.085160097,0.090041408,0.095072913,0.091693544,0.090942573,0.090191602,0.093270583,0.096649951,0.097926602,0.095974078,0.097851505,0.101756553,0.117076359,0.114598155,0.128190728,0.133597718,0.128641311,0.128190728,0.124886456,0.125412136,0.132170874,0.130744029,0.135475146,0.141482913,0.144186408,0.149368107,0.153047864,0.144036214,0.135174757,0.130068155,0.115574417,0.115799709,0.116775971,0.111594272,0.106712961,0.106187282,0.113621893,0.109641748,0.103934369,0.103408689,0.106863155,0.108139806,0.106187282,0.107839417,0.119028883,0.118578301,0.119179078,0.125862718,0.12556233,0.135400049,0.127214466,0.117226553,0.104234757,0.086662039,0.076148447,0.091918835,0.094397039,0.090567087,0.093646068,0.102582621,0.109416456,0.115574417,0.112119951,0.114973641,0.112044854,0.11189466,0.114898544,0.121281796,0.130143252,0.137728058,0.134799272,0.172573107,0.193299903,0.206667184,0.210497136,0.180082816,0.169569223,0.162134612,0.167241214,0.165664175,0.17843068,0.197805728,0.179632233,0.173849757,0.184588641,0.175652087,0.166790631,0.14876733,0.151545922,0.141182524,0.131194612,0.139830777,0.14103233,0.141257621
Cotton Seed,1102020003,0.01106,101.2,0.01106,0.011092787,0.011202075,0.012098241,0.012568182,0.01229496,0.012458893,0.012229387,0.01210917,0.011639229,0.011595514,0.012240316,0.012240316,0.012502609,0.012666542,0.013016265,0.013508063,0.01315834,0.012972549,0.012644684,0.012338676,0.012644684,0.012480751,0.01220753,0.012557253,0.012622826,0.013212984,0.013420632,0.01449166,0.013682925,0.013191126,0.012513538,0.012152885,0.011770375,0.011857806,0.012437036,0.013049051,0.013398775,0.013661067,0.014185652,0.014327727,0.015453399,0.015977984,0.014950672,0.015376897,0.015879625,0.016196561,0.016426067,0.017180158,0.017136443,0.01792332,0.018338617,0.01820747,0.017967036,0.017682885,0.016830435,0.017081798,0.017376877,0.01725666,0.017103656,0.016885079,0.016185632,0.015890553,0.015682905,0.015584545,0.015617332,0.015180178,0.015453399,0.01582498,0.015671976,0.015508043,0.015049032,0.014688379,0.014633735,0.014928814,0.015136462,0.015333182,0.015420613,0.015497115,0.015245751,0.015322253,0.015387826,0.015671976,0.015606403,0.016010771,0.016174704,0.01630585,0.016732075,0.016721146,0.016655573,0.01668836,0.016065415,0.016327708,0.016283992,0.015682905,0.016677431,0.016710217,0.016863221,0.017508024,0.017344091,0.017398735,0.017453379,0.017431522,0.017431522,0.017409664,0.017431522,0.017453379,0.017781245,0.017835889,0.017792174,0.017977964,0.018797628,0.019376858,0.0199233,0.0199233,0.019792154,0.019988874,0.020491601,0.021180119,0.021081759,0.021201976,0.021038043,0.020393241,0.019770296,0.019879585,0.019704723,0.01945336,0.019486146,0.019879585,0.0199233,0.020098162,0.019333142,0.019671937,0.019191067,0.018655553,0.017934249,0.018065395,0.018251186,0.018480692
Copra (Coconut),1102020004,0.0731,84.3,0.0731,0.068937722,0.069544721,0.068330724,0.067723725,0.068764294,0.067897153,0.068764294,0.071192289,0.074140569,0.071539146,0.070672005,0.070238434,0.069111151,0.072406287,0.073967141,0.079516845,0.082204982,0.095038671,0.097466667,0.097813523,0.101282088,0.105444365,0.110647212,0.122960617,0.130071174,0.128250178,0.131805457,0.149234994,0.147413998,0.139523013,0.132846026,0.128770463,0.141083867,0.140390154,0.140476868,0.140390154,0.133886595,0.126169039,0.116543772,0.124694899,0.121052906,0.117150771,0.112901779,0.102929656,0.097379953,0.095125386,0.090095967,0.090095967,0.088708541,0.087234401,0.086280546,0.09122325,0.093304389,0.094605101,0.095385528,0.099374377,0.105444365,0.112988493,0.111254211,0.1167172,0.114549348,0.126429181,0.131805457,0.146113286,0.163542823,0.164583393,0.169439383,0.182186358,0.186868921,0.185915065,0.181579359,0.186695492,0.196060617,0.192678766,0.189123488,0.189643772,0.184007355,0.172561091,0.16579739,0.171954093,0.181752788,0.179238078,0.177070225,0.172214235,0.166751246,0.16241554,0.161808541,0.165450534,0.16579739,0.16579739,0.163976394,0.161635113,0.161288256,0.161548399,0.159640688,0.159727402,0.157299407,0.155304982,0.156692408,0.160160973,0.16284911,0.16683796,0.169872954,0.178544365,0.178977936,0.182273072,0.190424199,0.189470344,0.186608778,0.18834306,0.183400356,0.181232503,0.180712218,0.179758363,0.17906465,0.179411507,0.178370937,0.177677224,0.1756828,0.173428233,0.16978624,0.161114828,0.159640688,0.159120403,0.160594543,0.158860261,0.15799312,0.156605694,0.150448992,0.145593001,0.139436299,0.138569158,0.138135587,0.12851032,0.129377461,0.133799881,0.128250178,0.130157888
Gingelly Seed (Sesamum),1102020005,0.01201,123.7,0.01201,0.011854656,0.011689604,0.01219447,0.013087696,0.013388674,0.013408092,0.013912959,0.014534333,0.015466395,0.015650865,0.015689701,0.015582902,0.015068327,0.015048909,0.015262506,0.015262506,0.015495521,0.014534333,0.01550523,0.015971261,0.014349863,0.013835287,0.014116847,0.0142819,0.013670234,0.013466346,0.013446928,0.013777033,0.013281876,0.013204204,0.012641083,0.01238865,0.012184762,0.011835238,0.01163135,0.011291536,0.010961431,0.011272118,0.011272118,0.011126483,0.010728416,0.01068958,0.010631326,0.010485691,0.010534236,0.010262385,0.010165295,0.011573096,0.011611932,0.011378917,0.011262409,0.01201,0.011903201,0.011505133,0.01153426,0.011388626,0.011301245,0.011437171,0.011223573,0.011301245,0.011291536,0.011097357,0.010990558,0.0112527,0.011621641,0.011505133,0.011689604,0.012456613,0.012835263,0.01295177,0.012631374,0.012437195,0.012310978,0.012437195,0.012621665,0.013000315,0.013718779,0.014573169,0.015612029,0.016388747,0.016602344,0.016932449,0.016534382,0.016243112,0.01607806,0.01560232,0.016019806,0.016408165,0.016815942,0.017262555,0.017359644,0.017670331,0.017932474,0.018320833,0.018427631,0.018602393,0.01881599,0.018835408,0.018612102,0.018311124,0.017699458,0.017107211,0.016631471,0.016990703,0.016796524,0.016903323,0.017087793,0.017340226,0.017078084,0.017379062,0.017223719,0.01768004,0.017767421,0.017951892,0.018194616,0.018194616,0.017913056,0.017903347,0.018087817,0.018175198,0.018359669,0.017922765,0.017223719,0.017631496,0.017660622,0.017951892,0.018359669,0.018621811,0.020058739,0.020515061,0.020252918,0.020417971,0.0202335,0.021262652,0.021796645,0.021981116,0.022185004,0.021961698
